"system","model_key","response","shock","horizon","share","status","message"
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",3,0.0418310916208917,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",4,0.0592525152703758,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",5,0.0700572511526779,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",6,0.0709804155424257,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",7,0.0675097164688041,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",8,0.063561883064966,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",9,0.0603612879893652,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",10,0.0576949565717741,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",11,0.0551262961363192,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_imports_real",12,0.0536517548620392,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",1,0.0089827800000294,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",2,0.0193914698860106,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",3,0.045642743187396,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",4,0.0569759577382934,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",5,0.0794298507615145,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",6,0.103015175454157,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
